shape,rid,role,text,name,note,processor_flagged
"H6 multi-word","S01237","alt","קְלָא אִילָּן","קְלָא III","phrase containing headword","false"
"H6 multi-word","S01238","alt","קלא פנדר","קלא","phrase containing headword","false"
"H6 multi-word","S01240","alt","קְלָא אִילָּן","קְלָאִילָּן","other phrase","false"
"H6 multi-word","S01467","alt","קָמֵי שָׂפָה","קָמֵי","phrase containing headword","false"
"H6 multi-word","S01492","alt","בֶּן קַמְצָר","קַמְצָר","phrase containing headword","false"
"H6 multi-word","S01585","alt","עֲלֵי קַנְיָיה","קַנְיָיה","phrase containing headword","false"
"H6 multi-word","S01770","alt","בַּר קַפָּרָא","קַפָּרָא","phrase containing headword","false"
"H6 multi-word","S01777","alt","קָץ שֶׁקֶר","קָץ","phrase containing headword","false"
"H6 multi-word","S01862","alt","קָקוֹ פדיפטי","קָקוֹ","phrase containing headword","false"
"H6 multi-word","S01914","alt","בַּר קַרְדִּימָא","קַרְדִּימָא","phrase containing headword","false"
"H6 multi-word","S02058","alt","כְּפַר קִרְיָינוֹס","קִרְיָינוֹס","phrase containing headword","false"
"H6 multi-word","S02108","alt","כְּפַר קַרְנַיִם","קַרְנַיִם","phrase containing headword","false"
"H6 multi-word","T00399","alt","כְּרַךְ רוּמְקִי","רוּמְקִי","phrase containing headword","false"
"H6 multi-word","T00566","alt","פּוּנְדְּקָא רְ׳","רִטִיבְתָּא","abbrev+word","false"
"H6 multi-word","T00781","alt","רָם בָּרִין","רָם²","phrase containing headword","false"
"H6 multi-word","T00782","alt","כִּירִי רָם","רָם³","phrase containing headword","false"
"H6 multi-word","U00036","alt","בר שאן","שאן","phrase containing headword","false"
"H6 multi-word","U00037","alt","בֵּית שְׁאָן","שְׁאָן","phrase containing headword","false"
"H6 multi-word","U00378","alt","שׁוֹט מִישׁוֹט","שׁוֹט","phrase containing headword","false"
"H6 multi-word","U00513","alt","בֵּית שׁוּפְרֵי","שׁוּפְרֵי","phrase containing headword","false"
"H6 multi-word","U00682","alt","צִפַּר שַׁחְפָּא","שַׁחְפָּא","phrase containing headword","false"
"H6 multi-word","U00868","alt","כְּפַר שִׁיחַיָּא","שִׁיחַיָּא","phrase containing headword","false"
"H6 multi-word","U01135","alt","שְׂכוֹר בִּזָּאֵי","שְׂכוֹר","phrase containing headword","false"
"H6 multi-word","U01196","alt","שַׁל צִיּוֹן","שַׁל²","phrase containing headword","false"
"H6 multi-word","U01257","alt","שְׁלוֹף דּוֹץ","שְׁלוֹף","phrase containing headword","false"
"H6 multi-word","U01385","alt","בֶּן שַׁלְקוּת","שַׁלְקוּת","phrase containing headword","false"
"H6 multi-word","U01649","alt","שעטנ״ז ג״ץ","שעטנ״ז","phrase containing headword","false"
"H6 multi-word","U01693","alt","בֵּית שְׁעָרִים","שְׁעָרִים","phrase containing headword","false"
"H6 multi-word","U01905","alt","מִגְדַּל שׁ׳","שֵׁר","abbrev+word","false"
"H6 multi-word","U01971","alt","בֵּי שַׁרְיֵי","שַׁרְיֵי","phrase containing headword","false"
"H6 multi-word","U01977","alt","יַמָּא דשִׁרְיַית","שִׁרְיַית","other phrase","false"
"H6 multi-word","V00085","alt","בֶּן תַּגְלָא","תַּגְלָא","phrase containing headword","false"
"H6 multi-word","V00112","alt","בֶּן תַּדָּל","*תַּדָּל","phrase containing headword","false"
"H6 multi-word","V00190","alt","בַּר תּוּטָנִי","תּוּטָנִי","phrase containing headword","false"
"H6 multi-word","V00321","alt","בֶּן תּוֹרְתָּא","תּוֹרְתָּא²","phrase containing headword","false"
"H6 multi-word","V00322","alt","בֵּי תּוֹרָתָא","תּוֹרָתָא","phrase containing headword","false"
"H6 multi-word","V00379","alt","כְּפַר תַּחֲמִין","תַּחֲמִין","phrase containing headword","false"
"H6 multi-word","V00566","alt","תְּלָא אִילָּן","תְּלָא","phrase containing headword","false"
"H6 multi-word","V00611","alt","בַּר תְּלַמְיוֹן","תְּלַמְיוֹן","phrase containing headword","false"
"H6 multi-word","V00690","alt","בֶּן תְּמַלְיוֹן","תְּמַלְיוֹן","phrase containing headword","false"
"H6 multi-word","V00853","alt","בַּר תַּפְקָן","תַּפְקָן","phrase containing headword","false"
"H6 multi-word","V00924","alt","בֵּי תַ׳","תַּרְבּוּ","abbrev+word","false"
"H6 multi-word","V01120","alt","אין תתיה","תתיה","phrase containing headword","false"
"X1 starts with a vowel/dagesh mark","J00321","headword","ַיי","ַיי","","false"
"X1 starts with a vowel/dagesh mark","J00327","headword","ַיְידָא","ַיְידָא","","false"
"X1 starts with a vowel/dagesh mark","S01780","alt","ּא","קֵץ²","","false"
"X1 starts with a vowel/dagesh mark","U00489","alt","ׁוּף","ש","","false"
"X1 starts with a vowel/dagesh mark","V00518","alt","ּשַׁע","תִּישַׁע","","false"
"X2 final letter mid-word","F00009","headword","וַארְךּוּנְיָא","וַארְךּוּנְיָא","","false"
"X3 non-final letter at word end","S01780","alt","קִצ","קֵץ²","","false"
"X3 non-final letter at word end","U01000","alt","שִׁיפָ","שִׁיף","","false"
"X4 not NFC","A00018","alt","אַכָּה","אַבָּא II","","false"
"X4 not NFC","A02608","alt","אָפּוֹפַּלְסְמוֹן","אָפּוֹבַּלְסְמוֹן","","false"
"X4 not NFC","A03346","alt","אוּשְּׁ׳","אִשְׁקָק","","false"
"X4 not NFC","B00740","alt","בִּישָׁא","בִּישׁ I","","false"
"X4 not NFC","D00173","alt","דּווָֹא","דּוֹבָא","","false"
"X4 not NFC","J00617","alt","יְרוּשָׁלִַם","יְרוּשָׁלַיִם","","false"
"X5 maqaf fragment","A00007","headword","אִ־","אִ־","","false"
"X5 maqaf fragment","A00007","alt","אִי־","אִ־","","false"
"X5 maqaf fragment","A00007","alt","אֶ־","אִ־","","false"
"X5 maqaf fragment","A00007","alt","אַ־","אִ־","","false"
"X5 maqaf fragment","A00008","headword","אַ־","אַ־","","false"
"X5 maqaf fragment","A00012","headword","אַב־","אַב־","","false"
"X5 maqaf fragment","A00012","alt","אֶבְ־","אַב־","","false"
"X5 maqaf fragment","A00244","alt","אִיגְדּ־","אֵגֶד","","false"
"X5 maqaf fragment","A00367","headword","אַדְּ־","אַדְּ־","","false"
"X5 maqaf fragment","A00515","headword","או־","או־","","false"
"X5 maqaf fragment","A00661","headword","אוֹלוֹ־","אוֹלוֹ־","","false"
"X5 maqaf fragment","A00954","headword","אזד־","אזד־","","false"
"X5 maqaf fragment","A01109","headword","אִי־","אִי־","","false"
"X5 maqaf fragment","A01396","headword","אִיס־","אִיס־","","false"
"X5 maqaf fragment","A01396","alt","אִס־","אִיס־","","false"
"X5 maqaf fragment","A01410","headword","אִיסְט־","אִיסְט־","","false"
"X5 maqaf fragment","A01638","headword","אִיתְ־","אִיתְ־","","false"
"X5 maqaf fragment","A01765","headword","אַל־","אַל־","","false"
"X5 maqaf fragment","A02015","alt","אַמְטֻלְתּ־","אַמְטֻל","","false"
"X5 maqaf fragment","A02029","headword","אֲמִיתּ־","אֲמִיתּ־","","false"
"X5 maqaf fragment","A02317","headword","אִס־","אִס־","","false"
"X5 maqaf fragment","A02345","headword","אִסְטְ־","אִסְטְ־","","false"
"X5 maqaf fragment","A02864","headword","אִצְט־","אִצְט־","","false"
"X5 maqaf fragment","A03212","headword","אֲרִסְט־","אֲרִסְט־","","false"
"X5 maqaf fragment","A03392","headword","אִתְ־","אִתְ־","","false"
"X5 maqaf fragment","B00003","headword","בְּ־","בְּ־ I","","false"
"X5 maqaf fragment","B00004","headword","בְּ־","בְּ־ II","","false"
"X5 maqaf fragment","B00093","headword","בִּדְּ־","בִּדְּ־","","false"
"X5 maqaf fragment","B00093","alt","בִּידְּ־","בִּדְּ־","","false"
"X5 maqaf fragment","B00551","headword","בִּידְ־","בִּידְ־","","false"
"X5 maqaf fragment","B00761","headword","בית־יוני","בית־יוני","","false"
"X5 maqaf fragment","C00086","headword","גביית־","גביית־","","false"
"X5 maqaf fragment","C00547","headword","גְּזֵיל־","גְּזֵיל־","","false"
"X5 maqaf fragment","C00598","alt","גִּיטּ־","גֵּט","","false"
"X5 maqaf fragment","C01133","headword","גְּנֵיב־","גְּנֵיב־","","false"
"X5 maqaf fragment","D00002","headword","דְּ־","דְּ־","","false"
"X5 maqaf fragment","D00445","headword","דִּי־","דִּי־","","false"
"X5 maqaf fragment","D00490","headword","דִּיד־","דִּיד־","","false"
"X5 maqaf fragment","D00502","headword","דיו־","דיו־","","false"
"X5 maqaf fragment","D00585","headword","דִּיכְוָות־","דִּיכְוָות־","","false"
"X5 maqaf fragment","D00588","headword","דִּיכְוָת־","דִּיכְוָת־","","false"
"X5 maqaf fragment","D00595","headword","דִּיל־","דִּיל־","","false"
"X5 maqaf fragment","D00596","headword","דִּילָ־","דִּילָ־","","false"
"X5 maqaf fragment","D00616","headword","דימונ־ק־","דימונ־ק־","","false"
"X5 maqaf fragment","D00764","headword","דִּכְוָות־","דִּכְוָות־","","false"
"X5 maqaf fragment","D00769","headword","דִּכְוָת־","דִּכְוָת־","","false"
"X5 maqaf fragment","D00769","alt","דִּיכְוָות־","דִּכְוָת־","","false"
"X5 maqaf fragment","D00937","headword","דִּסְ־","דִּסְ־","","false"
"X5 maqaf fragment","E00002","headword","הַ־","הַ־","","false"
"X5 maqaf fragment","E00003","headword","הָ־","הָ־","","false"
"X5 maqaf fragment","E00003","alt","הַ־","הָ־","","false"
"X5 maqaf fragment","E00095","headword","הַד־","הַד־","","false"
"X5 maqaf fragment","E00373","headword","הֵיכ־","הֵיכ־","","false"
"X5 maqaf fragment","E00413","headword","הֵימ־","הֵימ־","","false"
"X5 maqaf fragment","E00530","headword","הַלּ־","הַלּ־","","false"
"X5 maqaf fragment","E00830","alt","הַדְרְסִ־","הַרְדְּסִיאוֹת","","false"
"X5 maqaf fragment","F00025","headword","ווּ־","ווּ־","","false"
"X5 maqaf fragment","G00517","headword","זְמֵימ־","זְמֵימ־","","false"
"X5 maqaf fragment","H00076","headword","חֲבֵיר־","חֲבֵיר־","","false"
"X5 maqaf fragment","H01188","headword","חֲמֵיצ־","חֲמֵיצ־","","false"
"X5 maqaf fragment","H01528","headword","חֲצֵיר־","חֲצֵיר־","","false"
"X5 maqaf fragment","J00328","headword","יִיח־","יִיח־","","false"
"X5 maqaf fragment","J00692","headword","יְשֵׁינ־","יְשֵׁינ־","","false"
"X5 maqaf fragment","K00002","headword","כְּ־","כְּ־","","false"
"X5 maqaf fragment","K00002","alt","כִּ־׳","כְּ־","","false"
"X5 maqaf fragment","K00002","alt","כִּי־","כְּ־","","false"
"X5 maqaf fragment","K00049","headword","כְּבֵיד־","כְּבֵיד־","","false"
"X5 maqaf fragment","K00098","alt","כִּדּ־","כַּד I","","false"
"X5 maqaf fragment","K00098","alt","כִּידּ־","כַּד I","","false"
"X5 maqaf fragment","K00261","headword","כּוּלּ־","כּוּלּ־","","false"
"X5 maqaf fragment","K00490","alt","כִּיד־","כִּיד²","","false"
"X5 maqaf fragment","K00824","headword","כְּמָת־","כְּמָת־","","false"
"X5 maqaf fragment","K01012","headword","כְּפֵיל־","כְּפֵיל־","","false"
"X5 maqaf fragment","K01169","headword","כְּרֵיס־","כְּרֵיס־","","false"
"X5 maqaf fragment","K01180","headword","כְּרֵית־","כְּרֵית־","","false"
"X5 maqaf fragment","K01307","headword","כשיר־","כשיר־","","false"
"X5 maqaf fragment","K01361","headword","כְּתִיפ־","כְּתִיפ־","","false"
"X5 maqaf fragment","L00002","headword","לְ־","לְ־","","false"
"X5 maqaf fragment","L00002","alt","לָ־","לְ־","","false"
"X5 maqaf fragment","L00002","alt","לַ־","לְ־","","false"
"X5 maqaf fragment","L00002","alt","לִ־","לְ־","","false"
"X5 maqaf fragment","L00002","alt","לֵ־","לְ־","","false"
"X5 maqaf fragment","L00522","headword","לִיקְט־","לִיקְט־","","false"
"X5 maqaf fragment","L00549","headword","לכלאב־","לכלאב־","","false"
